name,suburb,category,description,address
Desi Bazzar,Gungahlin,Food and drinks,Indian grocery store,56/138 ernest cavanagh street
Hansel and Gretel,Phillip,Food and drinks,Quality Coffee /Chocolate/Gift,40 Townshend St
DAANA,Curtin,Food and drinks,"A harmonious blend of traditional Indian cuisine and native Australian ingredients awaits diners at Canberra's only National award-winning Indian restaurant, Daana. Inspired by recipes handed down through generations, this family-owned restaurant offers one of the top dining experiences in Canberra.",83 Theodore Street
Trecento Restaurant,Manuka,Food and drinks,"Trecento, a pizzeria, restaurant & bar serving up Neapolitan-style pizza using a 300-year-old Italian recipe, together with modern interpretations of regional Italian dishes . We are Canberra’s first authentic Neapolitan pizzeria.

The restaurant is nestled in the heart of Manuka.",Shop 33/18 Flinders Way
Capital Auto Paints,Fyshwick,Retail,"Capital Auto Paints was established in 1993. We are a locally owned and run business. We specialise in Automotive Paints and Industrial Coatings. From small touch up paints to large volume industrial coatings. We offer custom colour matching instore, Tools & Equipment, restoration products and more",18 Isa Street
Ken Cook Menswear,Canberra,Retail,"Ken Cook Menswear prides itself in offering sophisticated clothes personally selected from the finest European collections. Stylish clothing, quality products and specialised service is our commitment at Ken Cook Menswear.",Bailey's Cnr Cnr Petrie Plz & London Cct
Charnies Noodles and Dumplings,Charnwood,Food and drinks,Bei Ja Pty Ltd is a takeaway and dine in service provider and we have been serving our customers for more than 8 years and we are passionate delivering quality and healthy foods.,"5/7-19 Charnwood Place, Charnwood, ACT 2615"
Bags To Go,Fyshwick,Retail,"Bags to Go has been offering top quality luggage, handbags and accessories since 2005. We stock a wide range of well-known international brands such as Samsonite, Antler, Tosca, American Tourister, PacSafe and so many more!",76 Gladstone St
Asian Noodle House Belconnen,Belconnen,Food and drinks,"Asian Noodle House Belconnen
Take away - Dine in",62/1 beissel street
Nicole G Seifert Australian Ceremonies,Fraser,Personal care,"Why you and your partner want to marry is your personal journey, and my role as a Celebrant is to help you both design your ceremony so you can share that celebration with your greater community.

Other services: Naming Day Ceremonies, Renewal of Vows, Funeral Services.",ACT
Lighthouse Pub,Belconnen,Food and drinks,"Established for over 30 years, the Lighthouse is your local pub on the shores of Lake Ginninderra. Terrific range of tap beers, extensive menu and great atmosphere, it is hard to go past the Lighthouse. To book please visit our website lighthousepub.com.au or call 6253 0390",Unit 1 / Emu Bank
Fresh Seafood Canberra,Casey,Retail,Fresh Seafood,"19/15 Kingsland Parade, Casey, ACT"
21 CAPITAL MART,Canberra,Food and drinks,"Capital Mart is a retail grocery store located in the new Acton area in Canberra, where you can buy your drinks, snacks, milk and a lot of things.",21 Marcus Clarke Street
IRONSIDE MILITARY PTY LTD,Fyshwick,Retail,"We are suppliers of tactical military clothing and equipment including boots, navigational devices, G-shock watches, bivvy bags, backpacks, knives, gloves, survival equipment, hydration devices, sleeping gear, antique militaria and much much more.",4/64 WOLLONGONG STREET
garran kitchen,Garran,Food and drinks,Asian food,shop4 garran place
AUSTRALIAN CAPITAL HEALTH CENTRE OF TRADITIONAL CHINESE MEDICINE (TCM),Woden,Personal care,"TCM on treating illnesses' symptoms and body recovery, as it restores balance to fundamental body functions as well as repairs the body after the ailment has been alleviated. Chinese Medicine puts emphasis on the prevention of medical conditions through constant care of the body as well.
Vouchers for all locations
- Woden
-Belconnen
-Civic",PO Box 334
POP Canberra,Braddon,Food and drinks,"Shake up the way you shop!

We celebrate local community. We believe that good things happen we we work together, encourage one another and support our friends. Everything in our store is designed by a local mover and shaker, created with love and made with thoughtful intention. We're here to shake things up and to create a community of like minded people looking for something more.",G12/27 Lonsdale St
Kukula's ANU,Acton,Food and drinks,Kukula's @ ANU - Kambri Precinct,"Kukula's ANU, Shop B155-11 Union Court, Block 1, Section 39, Kambri Precinct, Australian National University"
45 90 Framing & Gallery,Kingston,Retail,Not your average picture framing shop! 45 90 makes it easy for you to create beautiful pieces to add warmth and personality to your home. Our design team make choosing the right frame and border combination an easy experience so your pieces look their absolute best and are protected and safe.,28 Giles St
Arnold'S Ribs and Pizza,Greenway,Food and drinks,"Arnold's Ribs and Pizza Tuggeranong serving great food since 1994 please check our full menu @ arnoldsribs.com.au. Pizza ,ribs ,pasta many extras",3/146 Reed St N
Top Class Spicy Hot Pot,Canberra,Food and drinks,We serve spicy hot pot close to ANU campus,4/26 Rimmer Street
AULAC VEGAN CUISINE,Phillip,Food and drinks,"Authentic Vietnamese Cuisine - Vegan Catering Specialist.
At Au Lac we pride ourselves on our delicious and innovative dishes that are freshly made with very nutritious ingredients which are extremely good for you & your family’s health.
",U G904 KELTIE STREET
BEAUTY CENTRAL,Gungahlin,Personal care,"Beauty Central is a specialist beauty and nail salon based in Gungahlin, Canberra. We offer manicures, spa pedicures, SNS nails, gel and acrylic nails, shellac and gel polishes, eyelash extensions, waxing and brows grooming. We service clients from Bonner, Forde, Thorsby, Harrison, Plamerston.",shop 57H Gungahlin Marketplace
Beautique Smiles,Dunlop,Personal care,Achieve your best & brightest smile with Beautique Smiles -Teeth Whitening & Beauty by Natalie. Experience Beautique Smiles personable approach to delivering quality beauty & cosmetic teeth whitening services. Delivered in a relaxing & comfortable suburban location on the Northside of Canberra.,15 Branson st
Awesome Noodle Asian Cuisine,Kaleen,Food and drinks,"Treat yourself to a delicious Asian meal at the Awesome Noodle Asian Cuisine. We serve a variety of authentic dishes, including our Deep Fried Duck, Vegetarian Chow Kway Teow and Stir Fried with Ginger and shallot. Our chefs also prepare chicken, prawn, laksa, rice and Chow Mein dishes. See you soon",4/6 Gwydir Square
Wild Panda,Canberra,Food and drinks,Fast-casual restaurant serving specialty Chinese food from Sichuan/Chongqing. Be warned (delighted) there is liberal use of chili and spice,40 Marcus Clarke St
Mr.Papa - Peruvian Street Food,Fyshwick,Food and drinks,Mr.Papa - Peruvian Street Food,70 Barrier Street
yat bun tong dumpling house,Belconnen,Food and drinks,Chinese food,shop326 belconnen Westfield
Canberra School of Photography,Phillip,Things to do,"Canberra School of Photography and Capture Canberra Photography Tours
No matter what level you're at, what age you are, what camera you're using, what interests you have - Canberra School of Photography has got just the course/workshop or photo tour for you to rapidly advance and become a better photographer. Walk & Talk photography with professional Photographer Irene Lorbergs AIPP,AccreditedMbr,Licentiate,LifeMember. Personalised Gift Vouchers available","Suite 1, Level 1, 44-52 Townshend Street"
Beyond Pharmacy,Braddon,Retail,"Pharmacy in Braddon - Gifts, skincare range, vitamins, etc.",4/18 Lonsdale St
Jazzercise South Canberra,Greenway,Things to do,"Jazzercise is the original dance party workout. Blending dance with Pilates, yoga,
kickboxing and strength training, one 55-minute session can burn up to 800 calories.
The results? Long, lean muscles and an undeniable mood boost.",9/146 Scollay Street
Slow Beauty Eco Salon,O'Connor,Retail,"An organic, eco beauty salon located in the inner northern suburb of O’Connor, Canberra servicing an exclusively female clientele. Treatments are by appointment. Male clients are welcome on referral from current clients.

Slow Beauty is passionate about providing relaxation, health, wellness and ethical non-toxic beauty treatments of the highest standard, using organic products (where available) chosen to give premium results to all skin types.

We offer online booking for your convenience. Please include your ChooseCBR Voucher code in the Notes field when booking.",4 Hart Street
Super Emoji Citywalk,Canberra,Food and drinks,"Super Emoji is a Canberra local bubble tea brand. Citywalk shop presents multi-choice of bubble tea and dessert. There are 30 indoor seats and 10 outdoor seats, which suitable for dating, parties, and an enjoyable drink after lunch and dinner.","Ground Floor, 1 Garema Place, City ACT"
Looking for Gamers (LFG) Australia,Kambah,Retail,"LFG is a board games and puzzles store that has a massive games library, sells the latest and hottest games and conducts in store events.","Shop 3/3 Primmer Court, Kambah"
Amaznails,Tuggeranong,Personal care,"nails care, waxing, eyelash extension","U2, 175 Anketell Street, Greenway"
Muay Tings,Fyshwick,Retail,Muay Tings is a retail supplier of Martial Arts equipment.,134 Gladstone Street
Deakin IGA Supermarket,Deakin,Retail,Open 7:30am-8pm,25-27 Hopetoun Circuit
Canberra Martial Arts & Fitness,Phillip,Things to do,"Canberra Martial Arts & Fitness isn’t just a Gym, it isn’t just a Martial Arts Club – it’s a Community of like-minded people who are genuinely interested in training together, sharing experiences and growing together. With 5 Martial Arts Styles, and 5 Fitness Programs - we’ve got it all","U3, 10 Townshend Street"
Charlie & Chums,Monash,Retail,"Sculptures, figurines and Giftware of your best friends and giftware for those that love animals. Wonderful brightly coloured metal ware for gardens and patios. Sculptures that would enhance any home.",L1 Shop 103 South.Point Tuggeranong
Vietnamese Bakery & Cafe,Fyshwick,Food and drinks,"Vietnamese Bakery & Cafe at 19 Isa st Fyshwick
Vietnamese pork roll : Pork belly Banh Mi, Bbq pork, Bbq Chicken, Meatballs, grilled pork sausages, and Tofu Banh Mi.
Beef Pie, Sausages Roll, Quiches,
Sandwich Bar",19 Isa st
lilotang,Barton,Food and drinks,"Lilotang brings a unique style of authentic Japanese cuisine to Canberra. Inspired by traditional minimalism and the eclectic visuals of urban Japan, Our Interior achieves drama and subtlety in equal parts for a new sensory experience.
Come and rediscover some old & new favourites.",1 Burbury close
