name,suburb,category,description,address,lng,lat,value,vouchers
Cafe friends,Griffith,Food and drinks,Cafe and restaurant and take away food,18 Furneaux Street,149.1318233,-35.3200791,30,2
Cafe Mizzuna,Bruce,Food and drinks,"Cafe Mizzua is a warm and cosy place that you can rest your soul and have your taste bud satisfied. We specialised in all drinks hot and cold, brunches and pastries as well as caterings. The fully licenced place is also a perfect venue for any function needs.","hub 14, 1 Kirinari street, University of Canberra",149.0842616,-35.23843,80,4
Caffe Cherry Bean Majura Park,Majura,Food and drinks,"Provide every customer with fresh, flavorsome coffee and coffee blends

Offer exceptional service to create a warm, welcoming café experience

Spread our love of quality coffee across the nation",Shop 15 18-26 Spitfire Avenue,149.1909118,-35.2992128,200,9
Caffe Cherry Beans - Canberra Centre,Canberra,Food and drinks,,"Shop DF20, Level 1/148 Bunda St, Canberra ACT 2601",149.1331973,-35.27927097,280,15
Caffe Cherry Beans - Casey,Ngunnawal,Food and drinks,Restaurant and Cafe,Shop 23/15 kingsland parade,149.0958207,-35.1743677,320,13
Caffe Cherry Beans Erindale,Wanniassa,Food and drinks,"Provide every customer with fresh, flavorsome coffee and coffee blends

Offer exceptional service to create a warm, welcoming café experience

Spread our love of quality coffee across the nation",Shop 21A Erindale Shopping Center,149.0986639,-35.4036417,90,3
caffe cherry beans gungahlin,Gungahlin,Food and drinks,"Caffe cherry beans Gungahlin
",shop 29a 30 Hibberson Street,149.1337286,-35.1854625,350,26
Caffe cherrybeans tuggeranong,Greenway,Food and drinks,"Since 2014, we have served best coffee and food in the town.

Caffe Cherry Beans supply in house daily roasted fresh, quality coffee and quality food.


",156 Anketell street,149.0662918,-35.4152373,520,33
Caffe Luxxe Espresso,Greenway,Food and drinks,"Local modern cafe serving fresh local cakes, food and coffee.","Shop G58, South Point Shopping Centre",149.0665317,-35.4167822,100,2
Cake Decorating Solutions,Fyshwick,Retail,,"5/13-15 Townsville St, Fyshwick ACT 2609",149.1770217,-35.32634053,930,26
Can Tho Vietnamese and Chinese Restaurant,Belconnen,Food and drinks,Over 10 years serving authentic Vietnamese and Chinese cuisine,1/38 Weedon Close,149.063062,-35.24181,2300,116
canberra cafe and restaurant,Greenway,Food and drinks,"we have outdoor dining area, homemade cooking, friendly staff, best pizza , best burgers, pet friendly,casual dining, good place for coffee and catch up",12/150-180 soward way greenway,149.0677873,-35.4179638,50,4
Canberra Caravan & 4x4 Centre,Fyshwick,Retail,"Canberra Caravan and 4x4 Centre stocks and supplies a diverse range of automotive products including the Ironman 4x4 range to make us your one-stop adventure shop for all things caravans, trailers and 4x4.

Caravan parts and accessories, trailer parts, brand new trailers and all things Ironman 4x4",39 - 41 Kembla Street,149.1757005,-35.3245351,100,2
Canberra City Gymnastics Club,Belconnen,Things to do,"CCGC is Canberra's oldest gymnastics club. Offering programs for all ages and abilities, gymnastics is a sport for everybody. Our programs are designed to build confidence and challenge everyone, helping to build foundations for all sports.",85 Chandler St,149.0714452,-35.2427488,7270,149
Canberra Dance Theatre,Canberra,Things to do,"CDT studio is available for hire (outside of class times). We offer Ballet, Contemporary, GOLD (for age 55 and beyond), Hilal and K-pop. CDTribe is offered to young people with additional needs. Check out the timetable on our website and see you around the studio!","Building 1 Lena Karmel Lodge, GROUND FLOOR Shop 1, 26 Barry Drive",149.1259483,-35.2756519,900,18
Canberra Day Spa,Canberra,Personal care,"Canberra Day Spa is Canberra’s most exclusive and recognised spa treatment facility. Located in the heart of the Canberra City, Canberra Day Spa invites you to invigorate your senses by enjoying the unique and peaceful ambience of this beautiful day spa.","Shop 6, 2 Akuna Street",149.132598,-35.282067,3570,75
Canberra Dragon Dance,Bruce,Things to do,"Canberra Dragon Dance is Canberra's largest Asian performing arts academy providing tuition in martial arts , Chinese lion and Dragon dance and percussion. Run by the Yut Hung Kung Fu Academy",25 Leverrier Street,149.1018307,-35.2454861,540,16
Canberra Glassworks,Kingston,Retail,"Canberra Glassworks is Australia’s leading centre for contemporary glass art, craft and design. Housed in the Kingston Powerhouse, this creative cultural attraction is a dedicated glassmaking facility offering tours, exhibitions, creative workshops and handmade glass in the Glassworks’ shop.",11 Wentworth Avenue,149.143675,-35.3115562,150,3
Canberra halal market kippax,Holt,Retail,"We selling Halal Meat Goat , Lamb, Beef, chicken and all Indian Pakistani grocery ..",6/116 Hardwick Crescent,149.0183338,-35.2219216,500,10
Canberra Hopper Hut,Franklin,Food and drinks,"Canberra Hopper Hut brings a range of authentic Sri Lankan food to Canberra community. Our aim to offer popular Sri Lankan dishes with light to strong flavors and whole goodness of spices such as cinnamon, pepper, cloves, cardamom, turmeric, coriander, fennel, ginger, garlic etc.. in our dishes.","Shop 82, 2 Manning Clark Crescent",149.150374,-35.1935842,1070,34
Canberra Irish Club,Weston,Food and drinks,"Open 7 days, come in for lunch or dinner, a drink after work, a family Sunday lunch or a night out with friends. The Irish Club is one of the friendliest places in Canberra to relax with friends. Visit the Club website at www.irishclub.com.au for more information.",6 Parkinson Street,149.0561563,-35.3431675,410,22
Canberra Jewellery Repair & Restoration,Cook,Retail,"It's all about jewellery. Stacey is a manufacturing jeweller and Ben is a magnificent stone setter. They love to restore and guide you wisely and honestly whatever jewellery inquiry you have. They are real jewellers.
They have a beautiful array of in shop pieces, they are happy to talk to you.
",Shop 5-8 20 Cook Place,149.0635884,-35.2591422,1100,22
Canberra Martial Arts & Fitness,Phillip,Things to do,"Canberra Martial Arts & Fitness isn’t just a Gym, it isn’t just a Martial Arts Club – it’s a Community of like-minded people who are genuinely interested in training together, sharing experiences and growing together. With 5 Martial Arts Styles, and 5 Fitness Programs - we’ve got it all","U3, 10 Townshend Street",149.0875394,-35.3514976,3700,83
Canberra Music Tuition,Weston Creek,Things to do,"Canberra Music Tuition is Canberra's largest independent music school.

With 3 studios across Canberra: Belconnen, Weston Creek & Fyshwick.

To book please visit our website!

Our lessons are focussed on establishing a love & appreciation for music!

Lessons are available with dedicated teachers on weekdays & Saturdays.","U13/14, 25 Brierly Street",149.0525096,-35.3420783,3540,77
Canberra Potters Society,Watson,Retail,"Canberra Potters Shop at the Watson Arts Centre is Canberra’s only ceramic focused outlet founded, supported and stocked by local ceramic artists and potters. When you buy from us you are directly supporting your local makers. Come chose from a wide range of functional and decorative items.",1 Aspinall Street,149.1557134,-35.2315793,560,16
Canberra Repertory Society,Canberra,Things to do,"Canberra Rep - entertaining, training and sustaining theatre in Canberra since 1932.
2021 season of classic plays on sale now.
",3 Repertory Lane,149.1223771,-35.2815651,200,4
Canberra School of Photography,Phillip,Things to do,"Canberra School of Photography and Capture Canberra Photography Tours
No matter what level you're at, what age you are, what camera you're using, what interests you have - Canberra School of Photography has got just the course/workshop or photo tour for you to rapidly advance and become a better photographer. Walk & Talk photography with professional Photographer Irene Lorbergs AIPP,AccreditedMbr,Licentiate,LifeMember. Personalised Gift Vouchers available","Suite 1, Level 1, 44-52 Townshend Street",149.088319,-35.3536846,200,4
Canberra Sewing,Phillip,Retail,"Canberra Sewing sells and services sewing machines and overlockers. We also sell sewing supplies, quilting fabrics, haberdashery and many threads. We offer different classes on how to sew, please check our website for current classes. Established in 1968 and in the same ownership since 1993.",26 Colbee Court,149.086775,-35.3522516,520,14
Cannoli Brothers,Fyshwick,Food and drinks,"CANNOLI
BROTHERS
PROUDLY MADE IN Canberra
Cannoli is our thing and we have been at it since 2016 serving our range of cannoli across the Capital Region at the finest producers markets and events.
Manufactured by hand in our Fyshwick factory we make all our pastries fresh using",18 Wollongong Street,149.1785063,-35.3271717,90,3
Capital Chemist Chisholm,Chisholm,Retail,"As the winner of the Pharmacy Guild of Australia’s Pharmacy of the Year in 2020 and the Capital Chemist Pharmacy of the Year in 2018 and 2019, we strive to uphold the Capital Chemist ambition of providing outstanding pharmaceutical health service and making real contributions to our community.","Chisholm Shopping Centre, 42 Halley Street",149.1282207,-35.4140008,2050,56
Capital Chemist Crace,Crace,Retail,The health and wellbeing of the community is our highest priority at Capital Chemist Crace. We are committed to providing expert advice and quality service in a professional and friendly manner. We pride ourselves on delivering optimal health outcomes for all our customers when you visit us.,"Shop 10, Crace Central,56 Abena Ave",149.107315,-35.2020564,3520,104
Capital Chemist Dickson,Dickson,Retail,"Locally run Community Pharmacy open 7 days per week. We offer a wide range of professional services including Pharmacist Administered Vaccinations, Leave Certificates, Sleep Apnoea and Home Delivery Service. Come in and see our friendly team for all your health care needs.",Shop 2/ 6 Dickson Place,149.1388023,-35.25042,5630,205
Capital Chemist Isabella Plains,Isabella Plains,Retail,Capital Chemist Isabella Plains is located at Isabella Plains shops dedicated to caring for all of your family's health care needs. We pride ourselves on providing professional advice and health services at your convenience. Our team thank you for choosing to support your friendly Capital Chemist.,1/131 Ellerston Ave,149.091575,-35.4285511,1110,37
Capital Chemist Kambah,Kambah,Retail,"Capital Chemist Kambah is a community pharmacy located in the Tuggeranong suburb of Kambah. We are a highly experienced, friendly team who look forward to assisting you with all of your healthcare needs!",Kambah Village Shopping Centre,149.0575557,-35.3798858,570,22
Capital Chemist Kingston,Kingston,Retail,,"Green Square, 62 Jardine St, Kingston ACT 2604",149.1415394,-35.31570969,330,8
Capital Chemist Lyneham,Lyneham,Retail,"Conveniently located at the Lyneham shops, Capital Chemist Lyneham is your complete health care destination.
Services offered include:
Onsite vaccinations, Workplace leave certificates, Diabetes education and support, Sleep apnoea screening and equipment, Hire & sale of mobility aids",76 Wattle Street,149.1250304,-35.2524651,4080,135
Capital Chemist O'Connor,O'Connor,Retail,"We’re Canberra’s original late night chemist, here 365 days a year open 8am until 11pm! Includes all public holidays.

​",9 Sargood Street,149.1226043,-35.2638905,1680,62
Capital Chemist Palmerston,Palmerston,Retail,"At Capital Chemist Palmerston, we are committed to provide expert advice and quality services in professional and friendly manner. We provide a variety of health care services including medications, vaccinations, testing blood pressure, blood glucose level, cholesterol level, MyDNA,...",Shop 6/ 2 Tiptree Crescent,149.1182755,-35.1972244,380,15
Capital Chemist University of Canberra,Bruce,Retail,"Capital Chemist University of Canberra offers a full dispensing service and extensive range of health services to keep customers fit, healthy and informed. We also provide a vaccination service and specialise in compounding medications.","Shop 3, Building 28 Cnr Allawoona st & Ginnninderra",149.0877074,-35.2347083,430,11
Capital Chemist Waramanga,Waramanga,Retail,"Retail Pharmacy
",Shop 3 Waramanga Place,149.0591149,-35.3527691,1200,36
Capital Star Nails & Beauty,Griffith,Personal care,"Located @ shop 3 Manuka Village
Specializing in SNS Nails, Acrylic Nails, Manicures, Pedicures & Waxing","Shop 3, 18-26 Furneaux street",149.1316371,-35.3200245,100,4
Caribou Kingston,Kingston,Food and drinks,,"44 Jardine St, Kingston ACT 2604",149.141604,-35.31540173,60,2
Carlee Childrens Wear,Nicholls,Retail,"Baby & Children's Boutique

Clothing | Accessories | Special Occasion | Christening | Gifts | Bedding | Toys
","Shop 8, 18 O'Hanlon Place",149.085201,-35.190655,670,20
